Title,DOI,URL,Description,Published At,Source,Authors,License
"Replication Data for ""Grist to the Mill of Subversion: Strikes and Coups in Counterinsurgencies""",doi:10.7910/DVN/LZHTBE,https://doi.org/10.7910/DVN/LZHTBE,"Why are acts of organized resistance associated with coups? Inspired by the Arab Spring, a large literature suggests that militaries confronted with civil resistance tend to side with protesters and oust their government. In the historically most coup-prone environment of insurgencies, however, alliances between the military and protesters are implausible because soldiers suspect insurgents behind social dissent. Disentangling different types of resistance, this article analyzes whether and how strikes, demonstrations, riots, and guerrilla attacks affect the military's disposition and ability to stage a coup during counterinsurgencies. We argue that only strikes trigger coup attempts. Soldiers interpret strikes as manifestations of a strengthening subversive enemy that threatens their victory over insurgents, while economic elites support a coup in the hope that the military will terminate costly walkouts. This interest alignment fosters military takeovers. We provide case-study evidence from Cold War Argentina and Venezuela to show our suggested mechanism at work. Demonstrating the scope of our argument, we quantitatively analyze coup attempts in counterinsurgency worldwide (1950-2005). Results show that strikes increase wartime coup risk, whereas demonstrations, riots, and guerrilla attacks do not. The findings highlight the backfiring potential of nonviolent resistance with important implications for post-coup political orders and democratization prospects.",2020-05-22T12:21:16Z,Harvard Dataverse,"Scharpf, Adam; Gläßel, Christian; González, Belén",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: A Large-Scale Field Experiment to Reduce Non-Payments for Water: From Diagnosis to Treatment,doi:10.7910/DVN/CJUWRL,https://doi.org/10.7910/DVN/CJUWRL,Review of Economics and Statistics: Forthcoming.,2023-07-24T13:46:27Z,Harvard Dataverse,"Rockenbach, Bettina; Tonke, Sebastian; Weiss, Arne",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Management Practices and Climate Policy in China,doi:10.7910/DVN/LH8TGD,https://doi.org/10.7910/DVN/LH8TGD,"Replication files for JAERE paper, ""Management Practices and Climate Policy in China""",2023-11-28T21:07:36Z,Harvard Dataverse,"Soo Keong, Yong; Ulrich J. Wagner; Peiyao Shen; Laure de Preux; Mirabelle Muuls; Ralf Martin; Jing Cao",http://creativecommons.org/publicdomain/zero/1.0
Replication Data and Code for: Multilateral Bargaining with Proposer Selection Contest,doi:10.5683/SP3/TTNJCI,https://doi.org/10.5683/SP3/TTNJCI,"The data and programs replicate tables and figures from ""Multilateral Bargaining with Proposer Selection Contest"", by Kim and Kim. Please see the ReadMe file for additional details.",2023-02-02T07:01:03Z,Harvard Dataverse,"Kim, Duk Gyoo; Kim, Sang-Hyun",N/A
Replication Data and Code for: Not just a work permit: EU citizenship and the consumption behaviour of documented and undocumented immigrants,doi:10.5683/SP3/NZNQBR,https://doi.org/10.5683/SP3/NZNQBR,"The data and programs replicate tables and figures from ""Not just a work permit: EU citizenship and the consumption behaviour of documented and undocumented immigrants"", by Adamopoulou and Kaya. Please see the ReadMe file for additional details.",2023-02-02T07:01:04Z,Harvard Dataverse,"Adamopoulou, Effrosyni; Kaya, Ezgi",N/A
Replication Data and Code for: Foreign market conditions and export performance: does ‘crowdedness’ reduce exports?,doi:10.5683/SP3/YOCDKB,https://doi.org/10.5683/SP3/YOCDKB,"The data and programs replicate tables and figures from ""Foreign market conditions and export performance: does ‘crowdedness’ reduce exports?"", by Breinlich and Tucci. Please see the ReadMe file for additional details.",2023-02-02T07:01:05Z,Harvard Dataverse,"Breinlich, Holger; Tucci, Alessandra",N/A
Replication Data and Code for: Multinationals’ profit response to tax differentials: Effect size and shifting channels,doi:10.5683/SP3/VZXFGO,https://doi.org/10.5683/SP3/VZXFGO,"The data and programs replicate tables and figures from ""Multinationals’ profit response to tax differentials: Effect size and shifting channels"", by Heckemeyer and Overesch. Please see the ReadMe file for additional details.",2023-02-02T07:01:04Z,Harvard Dataverse,"Heckemeyer, Jost H.; Overesch, Michael",N/A
Italian Resistance Goes Digital: Event And Participant Extraction From Partisans’ Memoirs,doi:10.34894/TF6UQS,https://doi.org/10.34894/TF6UQS,"Abstract of paper 1201 presented at the Digital Humanities Conference 2019 (DH2019), Utrecht , the Netherlands 9-12 July, 2019.",2023-12-08T01:00:41Z,Harvard Dataverse,"Rovera, Marco; Nanni, Federico; Ponzetto, Simone Paolo",N/A
Feature-Oriented CBCT Self-Calibration Parameter Estimator for Arbitrary Trajectories: FORCAST-EST [data],doi:10.11588/DATA/GIWRQA,https://doi.org/10.11588/DATA/GIWRQA,"Data for the Paper: ""Feature-Oriented CBCT Self-Calibration Parameter Estimator for Arbitrary Trajectories: FORCAST-EST"" https://doi.org/10.3390/app13169179 Abstract: Background: For the reconstruction of Cone-Beam CT volumes, the exact position of each projection is needed; however, in some situations, this information is missing. Purpose: The development of a self-calibration algorithm for arbitrary CBCT trajectories that does not need initial positions. Methods: Projections are simulated in a spherical grid around the center of rotation. Through using feature detection and matching, an acquired projection is compared to each simulated image in this grid. The position with the most matched features was used as a starting point for a ﬁne calibration with a state-of-the-art algorithm. Evaluation: This approach is compared with the calibration of nearly correct starting positions when using FORCASTER and CMA-ES minimization with a normalized gradient information (NGI) objective function. The comparison metrics were the normalized root mean squared error, structural similarity index, and the dice coefﬁcient, which were evaluated on the segmentation of a metal object. Results: The parameter estimation for a regular Cone-Beam CT with a 496 projection took 1:26 h with the following metric values: NRMSE = 0.0669; SSIM = 0.992; NGI = 0.75; and Dice = 0.96. FORCASTER with parameter estimation took 3:28 h with the following metrics: NRMSE = 0.0190; SSIM = 0.999; NGI = 0.92; and Dice = 0.99. CMA-ES with parameter estimation took 5:39 h with the following metrics: NRMSE = 0.0037; SSIM = 1.0; NGI = 0.98; and Dice = 1.0. Conclusions: The proposed algorithm can determine the parameters of the projection orientations for arbitrary trajectories with enough accuracy to reconstruct a 3D volume with low errors.",2024-01-19T01:00:03Z,Harvard Dataverse,"Tönnes, Christian; Zöllner, Frank",N/A
Risk and incidence of endocrine immune related adverse effects under checkpoint inhibitor mono or combination therapy in solid tumors: a meta-analysis of randomized controlled trials [data],doi:10.11588/DATA/AWIFGR,https://doi.org/10.11588/DATA/AWIFGR,"Supplemental Materials Abstract Context Few meta-analyses regarding the incidence of endocrine immune related adverse effects (eirAEs) have been published and many trials were published thereafter. Objective To assess the risk and incidence of eirAEs of any grade and grade 3-5 by immune checkpoint inhibitor (ICI) mono or combination-therapy in solid tumors current literature was updated in this comprehensive meta-analysis. Methods An electronic search using PubMed/Medline, Embase and the Cochrane Library was performed. Randomized controlled studies (RCT) assessing eirAEs under ICI-mono or ICI-combination therapy were selected. Stata software version 17 was used for statistical analyses and risk of bias was evaluated by using Review Manager version 5.3. Results 69 RCTs with 80 independent reports, involving 42,886 patients were included in the study. Meta-analysis revealed the following pooled estimates for the risk ratio and the incidence, respectively: for any grade hypothyroidism 7.81 (95% CI, 5.68-10.74, p< 0.0001) and 7.64% (95% CI, 6.23-9.17, p< 0.0001); significantly increased also for hyperthyroidism, hypophysitis/hypopituitarism and adrenal insufficiency; and for insulin-dependent diabetes mellitus 1.52 (95% CI, 1.07-2.18, p= 0.02), and 0.087% (95% CI, 0.019-0.189, p= 0.0006), respectively. Meta-regression showed that combination of ICIs (nivolumab plus ipilimumab and durvalumab plus tremelimumab, respectively) is an independent risk factor for any grade hypophysitis/hypopituitarism, and that ICI agent is an independent factor of risk for adrenal insufficiency, but that cancer type is not an independent risk factor for eirAEs. Conclusion We showed that risk, independent from cancer type, and incidence of eAEs are substantially increased under ICI therapy. Combination of ICIs is increasing the risk for eirAEs, in particular for hypophysitis/hypopituitarism.",2024-01-19T01:00:04Z,Harvard Dataverse,"Vardarli, Irfan; Tan, Susanne; Brandenburg, Tim; Weidemann, Frank; Görges, Rainer; Herrmann, Ken; Führer, Dagmar",N/A
