filename,url,madoc_identifier,title,creators,year,citation
betsch-br%C3%B6der-2025-the-wheels-of-scientific-progress-integrative-theory-building-in-decision-science.pdf,https://madoc.bib.uni-mannheim.de/70699/1/betsch-br%C3%B6der-2025-the-wheels-of-scientific-progress-integrative-theory-building-in-decision-science.pdf,https://madoc.bib.uni-mannheim.de/70699/,The wheels of scientific progress: Integrative theory building in decision science,"Betsch, Tilmann; Bröder, Arndt",2025,"Betsch, Tilmann; Bröder, Arndt (2025) “The wheels of scientific progress: Integrative theory building in decision science.” https://madoc.bib.uni-mannheim.de/70699/"
between-strategy-and-protest-how-policy-demand-political-dissatisfaction-and-strategic-incentives-matter-for-far-right-voting.pdf,https://madoc.bib.uni-mannheim.de/58680/1/between-strategy-and-protest-how-policy-demand-political-dissatisfaction-and-strategic-incentives-matter-for-far-right-voting.pdf,https://madoc.bib.uni-mannheim.de/58680/,"Between strategy and protest: how policy demand, political dissatisfaction and strategic incentives matter for far-right voting","Cohen, Denis",2020,"Cohen, Denis (2020) “Between strategy and protest: how policy demand, political dissatisfaction and strategic incentives matter for far-right voting.” https://madoc.bib.uni-mannheim.de/58680/"
bibliotheksdienst_haenger_primo_v3.pdf,https://madoc.bib.uni-mannheim.de/41771/2/bibliotheksdienst_haenger_primo_v3.pdf,https://madoc.bib.uni-mannheim.de/41771/,Präsentation von E-Books mit Primo,"Hänger, Christian; Kaldenberg, Bettina; Pfeffer, Magnus",2010,"Hänger, Christian; Kaldenberg, Bettina; Pfeffer, Magnus (2010) “Präsentation von E-Books mit Primo.” https://madoc.bib.uni-mannheim.de/41771/"
biemann-et-al-2025-using-markov-chains-to-detect-careless-responding-in-survey-research-1.pdf,https://madoc.bib.uni-mannheim.de/70551/1/biemann-et-al-2025-using-markov-chains-to-detect-careless-responding-in-survey-research-1.pdf,https://madoc.bib.uni-mannheim.de/70551/,Using Markov Chains to detect careless responding in survey research,"Biemann, Torsten; Koch-Bayram, Irmela; Meier-Barthold, Madleen; Aguinis, Herman",2025,"Biemann, Torsten; Koch-Bayram, Irmela; Meier-Barthold, Madleen; Aguinis, Herman (2025) “Using Markov Chains to detect careless responding in survey research.” https://madoc.bib.uni-mannheim.de/70551/"
birkle-seifried-2023-perceived-challenges-when-changing-employer-2.pdf,https://madoc.bib.uni-mannheim.de/66315/1/birkle-seifried-2023-perceived-challenges-when-changing-employer-2.pdf,https://madoc.bib.uni-mannheim.de/66315/,Perceived challenges when changing employer : What newcomers experience as helpful during organization entry,"Birkle, Stefanie; Seifried, Jürgen",2024,"Birkle, Stefanie; Seifried, Jürgen (2024) “Perceived challenges when changing employer : What newcomers experience as helpful during organization entry.” https://madoc.bib.uni-mannheim.de/66315/"
bischof-et-al-2022-asset-reclassifications-and-bank-recapitalization-during-the-financial-crisis.pdf,https://madoc.bib.uni-mannheim.de/62136/1/bischof-et-al-2022-asset-reclassifications-and-bank-recapitalization-during-the-financial-crisis.pdf,https://madoc.bib.uni-mannheim.de/62136/,Asset reclassifications and bank recapitalization during the financial crisis,"Bischof, Jannis; Brüggemann, Ulf; Daske, Holger",2023,"Bischof, Jannis; Brüggemann, Ulf; Daske, Holger (2023) “Asset reclassifications and bank recapitalization during the financial crisis.” https://madoc.bib.uni-mannheim.de/62136/"
bismarcks-sozialversicherung-und-ihr-einfluss-auf-deutschlands-demografischen-wandel_April%202021.pdf,https://madoc.bib.uni-mannheim.de/59169/1/bismarcks-sozialversicherung-und-ihr-einfluss-auf-deutschlands-demografischen-wandel_April%202021.pdf,https://madoc.bib.uni-mannheim.de/59169/,Bismarcks Sozialversicherung und ihr Einfluss auf den demografischen Wandel,"Guinnane, Timothy W.; Jopp, Tobias A.; Streb, Jochen",2021,"Guinnane, Timothy W.; Jopp, Tobias A.; Streb, Jochen (2021) “Bismarcks Sozialversicherung und ihr Einfluss auf den demografischen Wandel.” https://madoc.bib.uni-mannheim.de/59169/"
bjep.12310.pdf,https://madoc.bib.uni-mannheim.de/53552/1/bjep.12310.pdf,https://madoc.bib.uni-mannheim.de/53552/,Effects of performance goals and social norms on academic dishonesty in a test,"Daumiller, Martin; Janke, Stefan",2020,"Daumiller, Martin; Janke, Stefan (2020) “Effects of performance goals and social norms on academic dishonesty in a test.” https://madoc.bib.uni-mannheim.de/53552/"
bjep.12370.pdf,https://madoc.bib.uni-mannheim.de/57513/1/bjep.12370.pdf,https://madoc.bib.uni-mannheim.de/57513/,Motivational school climate and teachers' achievement goal orientations: A hierarchical approach,"Dickhäuser, Oliver; Janke, Stefan; Daumiller, Martin; Dresel, Markus",2021,"Dickhäuser, Oliver; Janke, Stefan; Daumiller, Martin; Dresel, Markus (2021) “Motivational school climate and teachers' achievement goal orientations: A hierarchical approach.” https://madoc.bib.uni-mannheim.de/57513/"
bjso.12324.pdf,https://madoc.bib.uni-mannheim.de/56845/1/bjso.12324.pdf,https://madoc.bib.uni-mannheim.de/56845/,"Identity threat and identity multiplicity among minority youth: Longitudinal relations of perceived discrimination with ethnic, religious, and national identification in Germany","Fleischmann, Fenella; Leszczensky, Lars; Pink, Sebastian",2019,"Fleischmann, Fenella; Leszczensky, Lars; Pink, Sebastian (2019) “Identity threat and identity multiplicity among minority youth: Longitudinal relations of perceived discrimination with ethnic, religious, and national identification in Germany.” https://madoc.bib.uni-mannheim.de/56845/"
bleidorn-et-al-2022-secularization-trends-obscure-developmental-changes-in-religiosity.pdf,https://madoc.bib.uni-mannheim.de/65750/1/bleidorn-et-al-2022-secularization-trends-obscure-developmental-changes-in-religiosity.pdf,https://madoc.bib.uni-mannheim.de/65750/,Secularization trends obscure developmental changes in religiosity,"Bleidorn, Wiebke; Lenhausen, Madeline R.; Schwaba, Ted; Gebauer, Jochen E.; Hopwood, Christopher J.",2023,"Bleidorn, Wiebke; Lenhausen, Madeline R.; Schwaba, Ted; Gebauer, Jochen E.; Hopwood, Christopher J. (2023) “Secularization trends obscure developmental changes in religiosity.” https://madoc.bib.uni-mannheim.de/65750/"
bmj.l6573.full.pdf,https://madoc.bib.uni-mannheim.de/53361/1/bmj.l6573.full.pdf,https://madoc.bib.uni-mannheim.de/53361/,Gender differences in how scientists present the importance of their research: observational study,"Lerchenmueller, Marc J.; Sorenson, Olav; Jena, Anupam B.",2019,"Lerchenmueller, Marc J.; Sorenson, Olav; Jena, Anupam B. (2019) “Gender differences in how scientists present the importance of their research: observational study.” https://madoc.bib.uni-mannheim.de/53361/"
boehm_etal_bwpat47.pdf,https://madoc.bib.uni-mannheim.de/68705/1/boehm_etal_bwpat47.pdf,https://madoc.bib.uni-mannheim.de/68705/,"Working hours, work activities, work experience and job satisfaction of teachers at vocational schools: Conclusions for the (un)attractiveness of the teaching profession","Böhm, Manuel; Sarochan, Nina M.; Rausch, Andreas; Aprea, Carmela",2024,"Böhm, Manuel; Sarochan, Nina M.; Rausch, Andreas; Aprea, Carmela (2024) “Working hours, work activities, work experience and job satisfaction of teachers at vocational schools: Conclusions for the (un)attractiveness of the teaching profession.” https://madoc.bib.uni-mannheim.de/68705/"
bonefeld-dickhaeuser.pdf,https://madoc.bib.uni-mannheim.de/43204/1/bonefeld-dickhaeuser.pdf,https://madoc.bib.uni-mannheim.de/43204/,"(Biased) grading of students' performance: Students' names, performance level, and implicit attitudes","Bonefeld, Meike; Dickhäuser, Oliver",2018,"Bonefeld, Meike; Dickhäuser, Oliver (2018) “(Biased) grading of students' performance: Students' names, performance level, and implicit attitudes.” https://madoc.bib.uni-mannheim.de/43204/"
br%C3%B6der-krau%C3%9F-2026-nailing-down-the-perceptual-explanation-of-the-date-delay-effect-in-temporal-discounting-1.pdf,https://madoc.bib.uni-mannheim.de/71901/1/br%C3%B6der-krau%C3%9F-2026-nailing-down-the-perceptual-explanation-of-the-date-delay-effect-in-temporal-discounting-1.pdf,https://madoc.bib.uni-mannheim.de/71901/,Nailing down the perceptual explanation of the date/delay effect in temporal discounting,"Bröder, Arndt; Krauß, Selina",2025,"Bröder, Arndt; Krauß, Selina (2025) “Nailing down the perceptual explanation of the date/delay effect in temporal discounting.” https://madoc.bib.uni-mannheim.de/71901/"
brauer-binder-2024-the-effectiveness-of-verbal-mimicry-in-activist-hedge-fund-campaigns.pdf,https://madoc.bib.uni-mannheim.de/67284/2/brauer-binder-2024-the-effectiveness-of-verbal-mimicry-in-activist-hedge-fund-campaigns.pdf,https://madoc.bib.uni-mannheim.de/67284/,The effectiveness of verbal mimicry in activist hedge fund campaigns,"Brauer, Matthias; Binder, Philipp Dennis",2025,"Brauer, Matthias; Binder, Philipp Dennis (2025) “The effectiveness of verbal mimicry in activist hedge fund campaigns.” https://madoc.bib.uni-mannheim.de/67284/"
brauer-vandepoele-2025-the-strength-of-showing-weakness-organizational-supplication-and-investor-reactions-to-workforce.pdf,https://madoc.bib.uni-mannheim.de/70552/1/brauer-vandepoele-2025-the-strength-of-showing-weakness-organizational-supplication-and-investor-reactions-to-workforce.pdf,https://madoc.bib.uni-mannheim.de/70552/,The strength of showing weakness: Organizational supplication and investor reactions to workforce downsizing,"Brauer, Matthias; Vandepoele, Louis",2025,"Brauer, Matthias; Vandepoele, Louis (2025) “The strength of showing weakness: Organizational supplication and investor reactions to workforce downsizing.” https://madoc.bib.uni-mannheim.de/70552/"
brauninger-et-al-2023-candidate-visibility-voter-knowledge-and-the-incumbency-advantage-in-preferential-list-pr.pdf,https://madoc.bib.uni-mannheim.de/64759/1/brauninger-et-al-2023-candidate-visibility-voter-knowledge-and-the-incumbency-advantage-in-preferential-list-pr.pdf,https://madoc.bib.uni-mannheim.de/64759/,"Candidate visibility, voter knowledge, and the incumbency advantage in preferential-list PR","Bräuninger, Thomas; Däubler, Thomas; Pilet, Jean-Benoit",2024,"Bräuninger, Thomas; Däubler, Thomas; Pilet, Jean-Benoit (2024) “Candidate visibility, voter knowledge, and the incumbency advantage in preferential-list PR.” https://madoc.bib.uni-mannheim.de/64759/"
bringing-the-world-to-the-classroom-teaching-statistics-and-programming-in-a-project-based-setting-1.pdf,https://madoc.bib.uni-mannheim.de/62530/1/bringing-the-world-to-the-classroom-teaching-statistics-and-programming-in-a-project-based-setting-1.pdf,https://madoc.bib.uni-mannheim.de/62530/,Bringing the world to the classroom: Teaching statistics and programming in a project-based setting,"Meyer, Cosima",2022,"Meyer, Cosima (2022) “Bringing the world to the classroom: Teaching statistics and programming in a project-based setting.” https://madoc.bib.uni-mannheim.de/62530/"
brodsky_etal_profil8.pdf,https://madoc.bib.uni-mannheim.de/65326/1/brodsky_etal_profil8.pdf,https://madoc.bib.uni-mannheim.de/65326/,Die Rolle des Lernorts Betrieb für die Entwicklung der politischen Kompetenz von Auszubildenden – Ein Scoping Review,"Brodsky, Alexander; Busse, Robin; Seeber, Susan; Seifried, Jürgen",2023,"Brodsky, Alexander; Busse, Robin; Seeber, Susan; Seifried, Jürgen (2023) “Die Rolle des Lernorts Betrieb für die Entwicklung der politischen Kompetenz von Auszubildenden – Ein Scoping Review.” https://madoc.bib.uni-mannheim.de/65326/"
bucher-koenen-et-al-2024-fearless-woman-financial-literacy-confidence-and-stock-market-participation.pdf,https://madoc.bib.uni-mannheim.de/68826/1/bucher-koenen-et-al-2024-fearless-woman-financial-literacy-confidence-and-stock-market-participation.pdf,https://madoc.bib.uni-mannheim.de/68826/,"Fearless woman: Financial literacy, confidence, and stock market participation","Bucher-Koenen, Tabea; Alessie, Rob; Lusardi, Annamaria; Rooij, Maarten van",2025,"Bucher-Koenen, Tabea; Alessie, Rob; Lusardi, Annamaria; Rooij, Maarten van (2025) “Fearless woman: Financial literacy, confidence, and stock market participation.” https://madoc.bib.uni-mannheim.de/68826/"
building-trust-in-rural-producer-organizations-results-from-a-randomized-controlled-trial.pdf,https://madoc.bib.uni-mannheim.de/66626/1/building-trust-in-rural-producer-organizations-results-from-a-randomized-controlled-trial.pdf,https://madoc.bib.uni-mannheim.de/66626/,Building trust in rural producer organizations: results from a randomized controlled trial,"Bernard, Tanguy; Dänzer, Pia Naima; Frölich, Markus; Landmann, Andreas; Viceisza, Angelino; Wouterse, Fleur",2021,"Bernard, Tanguy; Dänzer, Pia Naima; Frölich, Markus; Landmann, Andreas; Viceisza, Angelino; Wouterse, Fleur (2021) “Building trust in rural producer organizations: results from a randomized controlled trial.” https://madoc.bib.uni-mannheim.de/66626/"
c7b220b3af9190be2732bd749005ffa44a5c.pdf,https://madoc.bib.uni-mannheim.de/58674/1/c7b220b3af9190be2732bd749005ffa44a5c.pdf,https://madoc.bib.uni-mannheim.de/58674/,oolong: An R package for validating automated content analysis tools,"Chan, Chung-hong; Sältzer, Marius",2020,"Chan, Chung-hong; Sältzer, Marius (2020) “oolong: An R package for validating automated content analysis tools.” https://madoc.bib.uni-mannheim.de/58674/"
caje.12479.pdf,https://madoc.bib.uni-mannheim.de/57517/1/caje.12479.pdf,https://madoc.bib.uni-mannheim.de/57517/,Not just a work permit: EU citizenship and the consumption behaviour of documented and undocumented immigrants,"Adamopoulou, Effrosyni; Kaya, Ezgi",2020,"Adamopoulou, Effrosyni; Kaya, Ezgi (2020) “Not just a work permit: EU citizenship and the consumption behaviour of documented and undocumented immigrants.” https://madoc.bib.uni-mannheim.de/57517/"
can-monuments-to-victims-increase-tolerance-1.pdf,https://madoc.bib.uni-mannheim.de/72192/1/can-monuments-to-victims-increase-tolerance-1.pdf,https://madoc.bib.uni-mannheim.de/72192/,Can monuments to victims increase tolerance?,"Ruipérez Núñez, Ana; Sauter, Melanie",2025,"Ruipérez Núñez, Ana; Sauter, Melanie (2025) “Can monuments to victims increase tolerance?.” https://madoc.bib.uni-mannheim.de/72192/"
carey-brandsch-2024-borders-and-bullies-how-borders-shape-perceptions-of-security-and-foreign-policy-preferences.pdf,https://madoc.bib.uni-mannheim.de/67349/1/carey-brandsch-2024-borders-and-bullies-how-borders-shape-perceptions-of-security-and-foreign-policy-preferences.pdf,https://madoc.bib.uni-mannheim.de/67349/,Borders and bullies: How borders shape perceptions of security and foreign policy preferences,"Carey, Sabine C.; Brandsch, Jürgen",2024,"Carey, Sabine C.; Brandsch, Jürgen (2024) “Borders and bullies: How borders shape perceptions of security and foreign policy preferences.” https://madoc.bib.uni-mannheim.de/67349/"
carey-et-al-2021-media-freedom-and-the-escalation-of-state-violence.pdf,https://madoc.bib.uni-mannheim.de/59462/1/carey-et-al-2021-media-freedom-and-the-escalation-of-state-violence.pdf,https://madoc.bib.uni-mannheim.de/59462/,Media freedom and the escalation of state violence,"Carey, Sabine C.; González, Belén; Mitchell, Neil J.",2023,"Carey, Sabine C.; González, Belén; Mitchell, Neil J. (2023) “Media freedom and the escalation of state violence.” https://madoc.bib.uni-mannheim.de/59462/"
carey-et-al-2024-media-impact-on-perceptions-in-postwar-societies-insights-from-nepal.pdf,https://madoc.bib.uni-mannheim.de/67845/1/carey-et-al-2024-media-impact-on-perceptions-in-postwar-societies-insights-from-nepal.pdf,https://madoc.bib.uni-mannheim.de/67845/,Media impact on perceptions in postwar societies: Insights from Nepal,"Carey, Sabine C.; Gläßel, Christian; Paula, Katrin",2025,"Carey, Sabine C.; Gläßel, Christian; Paula, Katrin (2025) “Media impact on perceptions in postwar societies: Insights from Nepal.” https://madoc.bib.uni-mannheim.de/67845/"
catching-up-and-falling-behind-knowledge-spillover-from-american-to-german-machine-toolmakers.pdf,https://madoc.bib.uni-mannheim.de/30124/1/catching-up-and-falling-behind-knowledge-spillover-from-american-to-german-machine-toolmakers.pdf,https://madoc.bib.uni-mannheim.de/30124/,Catching-up and falling behind : knowledge spillover from American to German machine tool makers,"Richter, Ralf; Streb, Jochen",2011,"Richter, Ralf; Streb, Jochen (2011) “Catching-up and falling behind : knowledge spillover from American to German machine tool makers.” https://madoc.bib.uni-mannheim.de/30124/"
cb.1861.pdf,https://madoc.bib.uni-mannheim.de/55771/1/cb.1861.pdf,https://madoc.bib.uni-mannheim.de/55771/,Who can be nudged? Examining nudging effectiveness in the context of need for cognition and need for uniqueness,"Ingendahl, Moritz; Hummel, Dietrich; Maedche, Alexander; Vogel, Tobias",2020,"Ingendahl, Moritz; Hummel, Dietrich; Maedche, Alexander; Vogel, Tobias (2020) “Who can be nudged? Examining nudging effectiveness in the context of need for cognition and need for uniqueness.” https://madoc.bib.uni-mannheim.de/55771/"
