filename,02 DOI,03 Citation,05 Data Type by Source,06 Mode of Collection,07 Type of Instrument,11 Data Collector,12 Data Source,13 Data DOI,15 Data availability statement,17 Code citation
landesvatter-bauer-2024-how-valid-are-trust-survey-measures-new-insights-from-open-ended-probing-data-and-supervised.pdf,{'value': '10.1177/00491241241234871'},"{'value': 'Landesvatter, Camille and Paul C. Bauer. ""How Valid Are Trust Survey Measures? New Insights From Open-Ended Probing Data and Supervised Machine Learning."" Sociological Methods & Research 54, no. 2 (2025): 534–564. doi:10.1177/00491241241234871'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'formR'},{'value': 'Prolific'},{'value': 'not applicable'},{'value': '10.7910/DVN/FJXH5G'},"{'value': 'Data and code required to reproduce the ﬁndings presented in this study are available in a public repository on Harvard Dataverse (doi:10.7910/DVN/FJXH5G). To access the data and code, please visit the following link: https://dataverse.harvard.edu/dataset. xhtml?persistentId=doi:10.7910/DVN/FJXH5G.'}",{'value': 'https://dataverse.harvard.edu/dataset. xhtml?persistentId=doi:10.7910/DVN/FJXH5G'}
language-and-structure-activation-explain-cross-linguistic-influence-in-bilingual-language-production-evidence-from-within-and-across-language-priming.pdf,{'value': '10.1017/S1366728925000379'},"{'value': 'Baroncini, Ioli and Jacopo Torregrossa. ""Language and structure activation explain cross-linguistic influence in bilingual language production: Evidence from within- and across-language priming."" Bilingualism: Language and Cognition 1–15. https://doi.org/10.1017/S1366728925000379'}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'questionnaire, Expressive Vocabulary Test'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'This research article was awarded Open Data badge for transparent practices. See the Data Availability Statement for details.'},{'value': ''}
languages-08-00264.pdf,{'value': '10.3390/languages8040264'},"{'value': 'Kholodova, Alina, Michelle Peter, Caroline F. Rowland, Gunnar Jacob, and Shanley E. M. Allen. 2023. ""Abstract Priming and the Lexical Boost Effect across Development in a Structurally Biased Language."" Languages 8 (4): 264. https://doi.org/10.3390/languages8040264'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'E-Prime 2.0'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Data and all analyses (R script) are available on OSF: https://osf.io/gknb4/?view_only=73611a184ba146c2b33a0a9d9f3806d5 (accessed on 4 November 2023).'},{'value': 'https://osf.io/gknb4/?view_only=73611a184ba146c2b33a0a9d9f3806d5'}
languages-09-00310.pdf,{'value': '10.3390/languages9100310'},"{'value': 'Engemann, Helen, and Stefanie Radetzky. 2024. ""Cognate Facilitation in Child Third Language Learners in a Multilingual Setting."" Languages 9 (10): 310. https://doi.org/10.3390/languages9100310'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'E-Prime'},{'value': 'trained research assistant'},{'value': 'not applicable'},{'value': ''},{'value': 'The data presented in this study are openly available on the OSF platform at https://osf.io/qa58z/?view_only=ba1475a73f8145a1a5f02f3406d3834c.'},{'value': ''}
lanz-et-al-2024-buying-future-endorsements-from-prospective-influencers-on-user-generated-content-platforms.pdf,{'value': '10.1177/00222437231207323'},"{'value': 'Lanz, Andreas, Jacob Goldenberg, Daniel Shapira, and Florian Stahl. ""Buying Future Endorsements from Prospective Inﬂuencers on User-Generated Content Platforms."" Journal of Marketing Research 61, no. 5 (2024): 839-857. doi:10.1177/00222437231207323'}",{'value': 'mixed'},{'value': 'Simulation'},{'value': 'data-based simulations'},{'value': 'authors'},{'value': 'worldwide leading audio platform'},{'value': ''},{'value': 'Online supplement: https://doi.org/10.1177/00222437231207323'},{'value': ''}
lattmann-schweizer-2026-how-occupation-shapes-awareness-and-preferences-for-european-funding.pdf,{'value': '10.1177/14651165261423537'},"{'value': 'Lattmann, Johannes and David Schweizer. ""How occupation shapes awareness and preferences for European funding."" European Union Politics 0(0): 1–22, 2026. doi: 10.1177/14651165261423537.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'Flash Eurobarometer surveys'},{'value': 'not applicable'},{'value': 'Flash Eurobarometer surveys'},{'value': '10.7910/DVN/AEK5T2'},{'value': 'Data and replication code are available at Harvard Dataverse: https://doi.org/10.7910/DVN/AEK5T2.'},{'value': 'https://doi.org/10.7910/DVN/AEK5T2'}
ldm46182-1830157_12054.pdf,{'value': '10.24053/ldm-2021-0025'},"{'value': 'Daniela Kuschel. ""Le curé et la photographe – une controverse sur le mal dans À son image de Jérome Ferrari."" Arts & Lettres, 2021. doi: 10.24053/ldm-2021-0025.'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
ldm47186-1870172_12103.pdf,{'value': '10.24053/ldm-2022-0031'},"{'value': 'Ruhe, Cornelia. ""Les „fìlures généalogiques” La transmission de la violence chez Wajdi Mouawad et Camille de Toledo."" 2022. doi:10.24053/ldm-2022-0031. Pages 172-174.'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'not applicable'},{'value': 'not applicable'},"{'value': 'literary texts (Forêts by Wajdi Mouawad and Thésée, sa vie nouvelle by Camille de Toledo)'}",{'value': ''},{'value': ''},{'value': ''}
learning-at-home-and-abroad-how-competition-conditions-the-diffusion-of-party-strategies.pdf,{'value': '10.1017/S0007123420000769'},"{'value': 'Sebastian Juhl and Laron K. Williams. ""Learning at Home and Abroad: How Competition Conditions the Diffusion of Party Strategies."" British Journal of Political Science 52 (2022): 593–612. doi:10.1017/S0007123420000769.'}",{'value': 'secondary'},{'value': 'Content coding'},{'value': 'Comparative Manifesto Project (CMP)'},{'value': 'not applicable'},{'value': 'Comparative Manifesto Project (CMP)'},{'value': '10.7910/DVN/QZMPSN'},{'value': 'Data availability statement. Replication data files are available from Harvard Dataverse at: https://doi.org/10.7910/DVN/QZMPSN.'},{'value': ''}
Leaving%20the%20Catholic%20Church%20Cross-Sectional%20and%20Longitudinal%20Predictors%20of%20Leaving%20Intentions.pdf,{'value': '10.1080/10508619.2025.2553408'},"{'value': 'Pummerer, Lotte, Carlotta Reinhardt, and Michael Nielsen. ""Leaving the Catholic Church: Cross-Sectional and Longitudinal Predictors of Leaving Intentions."" The International Journal for the Psychology of Religion 36, no. 1 (2026): 115–132. https://doi.org/10.1080/10508619.2025.2553408'}",{'value': 'primary'},{'value': 'Self-administered questionnaire'},{'value': 'online survey'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.23668/psycharchives.21154'},"{'value': 'Details about research materials, preregistered analyses, and additional analyses can be found in the Supplement. Preregistration, data and code are openly available at https://aspredicted.org/89sn-bcm6.pdf (preregistration), https:// doi.org/10.23668/psycharchives.21154 (data) and https://doi.org/10.23668/psycharchives.21155 (code) and will be made openly available upon publication.'}",{'value': 'https://doi.org/10.23668/psycharchives.21155'}
Legislative%20Studies%20Qtrly%20-%202011%20-%20LOWE%20-%20Scaling%20Policy%20Preferences%20from%20Coded%20Political%20Texts.pdf,{'value': '10.1111/j.1939-9162.2010.00006.x'},"{'value': 'Lowe, Will, Kenneth Benoit, Slava Mikhaylov, and Michael Laver. ""Scaling Policy Preferences from Coded Political Texts."" Legislative Studies Quarterly, vol. 36, no. 1, 2011, pp. 123-156, doi: 10.1111/j.1939-9162.2010.00006.x.'}",{'value': 'secondary'},{'value': 'Content coding'},{'value': 'coding scheme'},{'value': 'not applicable'},{'value': 'Comparative Manifesto Project'},{'value': ''},"{'value': 'Using existing CMP data, we show how to estimate more distinct policy dimensions, for more years, than has been possible before, and make this dataset publicly available.'}",{'value': ''}
Legislative%20Studies%20Qtrly%20-%202022%20-%20Silva%20-%20Policy%20Monitoring%20and%20Ministerial%20Survival%20Evidence%20from%20Multiparty.pdf,{'value': '10.1111/lsq.12372'},"{'value': 'Silva, Thiago N., and Alejandro Medina. ""Policy Monitoring and Ministerial Survival: Evidence from Multiparty Presidentialism."" Legislative Studies Quarterly 48, no. 1 (February 2023): 71-72. doi:10.1111/lsq.12372'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'not applicable'},{'value': 'not applicable'},"{'value': 'Brazilian Chamber of Deputies (2015), Executive Approval Database (EAD)'}",{'value': ''},{'value': 'Additional supporting information may be found in the online version of this article at the publisher’s web site'},{'value': ''}
Lehmann-Hasemeyer_2021_postprint_Zeitschrift_Kreditwesen.pdf,{'value': ''},"{'value': 'Sibylle Lehmann-Hasemeyer and Jochen Streb. ""Die Finanzierung von Innovationen durch die deutschen Börsen, 1896 bis 1932."" Zeitschrift für das gesamte Kreditwesen.'}",{'value': 'secondary'},{'value': 'Compilation/Synthesis'},{'value': 'Handbuch der Deutschen Aktiengesellschaften'},{'value': 'not applicable'},"{'value': 'Handbuch der Deutschen Aktiengesellschaften, Streb, Baten und Yin (2006)'}",{'value': ''},{'value': ''},{'value': ''}
Lehmann_Streb_Discrimination-against-foreigners-the-wuerttemberg-patent-law-in-administrative-practice_JEH2020.pdf,{'value': '10.1017/S0022050720000479'},"{'value': 'Lehmann-Hasemeyer, Sibylle and Jochen Streb. ""Discrimination against Foreigners: The Wuerttemberg Patent Law in Administrative Practice."" The Journal of Economic History 80, no. 4 (December 2020): 1071-1072. doi:10.1017/S0022050720000479.'}",{'value': 'mixed'},{'value': 'Content coding'},{'value': 'original letters patents'},{'value': 'authors'},{'value': 'Wirtschaftsarchiv Baden-Württemberg'},{'value': '10.3886/E118081V1'},"{'value': '“Discrimination against Foreigners.” Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2020-03-06. https://doi.org/10.3886/E118081V1.'}",{'value': ''}
leipold-et-al-2024-detecting-respondent-burden-in-online-surveys-how-different-sources-of-question-difficulty-influence-1.pdf,{'value': '10.1177/08944393241247425'},"{'value': 'Leipold, Franziska M., Pascal J. Kieslich, Felix Henninger, Amanda Fernández-Fontelo, Sonja Greven, and Frauke Kreuter. ""Detecting Respondent Burden in Online Surveys: How Different Sources of Question Difültüy Influence Cursor Movements."" Social Science Computer Review 43, no. 1 (2025): 191–213. doi:10.1177/08944393241247425.'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'SoSci Survey'},"{'value': 'Franziska M. Leipold, Pascal J. Kieslich, Felix Henninger, Amanda Fern´andez-Fontelo, Sonja Greven, and Frauke Kreuter'}",{'value': 'not applicable'},{'value': ''},"{'value': 'The dataset generated and analyzed during the current study, as well as the material and analysis code are available in the Open Science Framework (OSF) online repository, https://osf.io/8xwt3/.'}",{'value': 'https://osf.io/8xwt3/'}
lgb-identity-and-its-implications-for-the-policy-positions-of-parliamentary-candidates.pdf,{'value': '10.1017/S1755773924000018'},"{'value': 'Debus, Marc and L. Constantin Wurthmann. ""LGB identity and its implications for the policy positions of parliamentary candidates."" European Political Science Review 16 (2024): 483–502. doi:10.1017/S1755773924000018.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'questionnaire'},{'value': 'not applicable'},"{'value': 'German Candidate Study 2021 (GLES, 2023)'}",{'value': '10.4232/1.14100'},"{'value': 'Supplementary material. To view supplementary material for this article, please visit https://doi.org/10.1017/S1755773924000018.'}",{'value': ''}
liberal-democratic-values-among-immigrants-in-europe-socialisation-and-adaptation-processes.pdf,{'value': '10.1017/S1475676525100285'},"{'value': 'Gülzau, Fabian, Marc Helbling, and Sandra Morgenstern. ""Liberal democratic values among immigrants in Europe: Socialisation and adaptation processes."" European Journal of Political Research (2025): 1–24. doi:10.1017/S1475676525100285.'}",{'value': 'secondary'},{'value': 'Interview'},{'value': 'questionnaire'},{'value': 'not applicable'},"{'value': 'European Social Survey (ESS), Integration Barometer (IB), V-Dem data'}",{'value': ''},"{'value': 'The data underlying this article are available at https://www.europeansocialsurvey.org/ (ESS data), at https://www.rwi-essen.de/en/forschung-beratung/weitere/forschungsdatenzentrum-ruhr/datenangebot/mikrodaten/ svr-integrationsbarometer (IB data) and at https://v-dem.net/data/the-v-dem-dataset/ (V-Dem data). The replication package can be found here: https://github.com/FabianFox/attitudes-democracy.'}",{'value': 'https://github.com/FabianFox/attitudes-democracy'}
libreas%2F29%2Fkim-thimotheus-chang-wae-50%2FPDF%2Fkim.pdf,{'value': ''},"{'value': 'Kim, T.C., & Zumstein, P. (2016). Semiautomatische Katalogisierung und Normdatenverknüpfung mit Zotero im Index Theologicus. LIBREAS. Library Ideas, 29, 47-48.'}",{'value': 'primary'},{'value': 'Automated data extraction'},{'value': 'Zotero'},{'value': 'T.C. Kim & P. Zumstein'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': 'https://github.com/UB-Mannheim/zotkat'}
lin-osnabr%C3%BCgge-2018-making-comprehensible-speeches-when-your-constituents-need-it.pdf,{'value': '10.1177/2053168018795598'},"{'value': 'Lin, Nick and Moritz Osnabrügge. ""Making comprehensible speeches when your constituents need it"". Research and Politics 2018: 1–8. doi: 10.1177/2053168018795598.'}",{'value': 'secondary'},{'value': 'Automated data extraction'},{'value': 'koRpus'},{'value': 'not applicable'},"{'value': 'Rauh (2015), Federal Statistical Office, and the official website of the Bundestag'}",{'value': '10.7910/2FDVN/XEE99U'},{'value': 'The supplemental files are available at http://journals.sagepub.com/doi/suppl/10.1177/2053168018795598 \nThe replication files are available at https://dataverse.harvard.edu/loginpage.xhtml;jsessionid=a02ae978cf0ddae59a4cb29a2df4?redirectPage=%2Fdataset.xhtml%3FpersistentId%3Ddoi%3A10.7910%2FDVN%2FXEE99U%26version%3DDRAFT'},{'value': 'https://dataverse.harvard.edu/loginpage.xhtml;jsessionid=a02ae978cf0ddae59a4cb29a2df4?redirectPage=%2Fdataset.xhtml%3FpersistentId%3Ddoi%3A10.7910%2FDVN%2FXEE99U%26version%3DDRAFT'}
linguistic-variation-in-the-interpretation-and-production-of-italian-motion-event-constructions-in-younger-and-older-adults-evidence-for-language-change.pdf,{'value': '10.1017/langcog.2024.74'},"{'value': 'Michelotti, Anna, Ioli Baroncini, and Helen Engemann. ""Linguistic variation in the interpretation and production of Italian motion event constructions in younger and older adults: evidence for language change?"" Language and Cognition 17, no. e29 (2025): 1–26. doi:10.1017/langcog.2024.74.'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'OpenSesame'},{'value': 'article authors'},{'value': 'not applicable'},{'value': ''},{'value': 'The design and data presented in this study both for the interpretation and production task are openly available on the OSF platform at https://osf.io/n98e6/? view_only=cc02b3b055c245c2a7eb1aad34a4ff94.'},{'value': 'https://osf.io/n98e6/? view_only=cc02b3b055c245c2a7eb1aad34a4ff94'}
Linking%20event%20archives%20to%20news%20a%20computational%20method%20for%20analyzing%20the%20gatekeeping%20process.pdf,{'value': '10.1080/19312458.2021.1953455'},"{'value': 'Welbers, Kasper, Wouter Van Atteveldt, Joe Bajjalieh, Dan Shalmon, Pradnyesh Vineet Joshi, Scott Althaus, Chung-Hong Chan, Hartmut Wessler, and Marc Jungblut. ""Linking event archives to news: a computational method for analyzing the gatekeeping process."" Communication Methods and Measures 16, no. 1 (2022): 59-78. doi:10.1080/19312458.2021.1953455.'}",{'value': 'mixed'},{'value': 'Automated data extraction'},{'value': 'RNewsflow package'},{'value': 'authors'},{'value': 'Global Terrorism Database (GTD)'},{'value': ''},{'value': 'An online appendix is provided that documents all code to replicate our analysis and reuse our tools.'},{'value': 'https://github.com/kasperwelbers/gtdnews'}
